LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
,,G620,G620,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,G621,G621,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,G622,G622,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,G623,G623,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,G690,G690,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,G700,G700,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G710,G710,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G720,G720,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,G730,G730,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G740,G740,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G750,G750,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G760,G760,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G761,G761,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G790,G790,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,G910,G910,CAH09,Mathematical sciences,CAH09-01,Mathematical sciences,CAH09-01-01,Mathematics
,,G920,G920,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
,,G990,G990,CAH09,Mathematical sciences,CAH09-01,Mathematical sciences,CAH09-01-01,Mathematics
,,H000,H000,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-01,Engineering (non-specific)
,,H110,H110,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-01,Engineering (non-specific)
,,H122,H122,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-10,Others in engineering
,,H140,H140,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
,,H143,H143,CAH07,Physical sciences,CAH07-01,Physics and astronomy,CAH07-01-01,Physics
,,H161,H161,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,H163,H163,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,H164,H164,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-10,Others in engineering
,,H165,H165,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,H166,H166,CAH02,Subjects allied to medicine,CAH02-03,Subjects allied to medicine not otherwise specified,CAH02-03-07,Medical technology
,,H167,H167,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,H168,H168,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,H169,H169,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-10,Others in engineering
,,H222,H222,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
,,H232,H232,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
,,H241,H241,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-07,Civil engineering
,,H310,H310,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-02,Mechanical engineering
,,H342,H342,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-02,Mechanical engineering
,,H360,H360,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-02,Mechanical engineering
,,H411,H411,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
,,H412,H412,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
,,H413,H413,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
,,H441,H441,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
,,H450,H450,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
,,H490,H490,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-04,Aeronautical and aerospace engineering
,,H511,H511,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H512,H512,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H513,H513,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H521,H521,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H522,H522,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H523,H523,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H524,H524,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H590,H590,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-05,Naval architecture
,,H640,H640,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H643,H643,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H650,H650,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H651,H651,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H652,H652,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H662,H662,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H670,H670,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H673,H673,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,H674,H674,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H680,H680,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-08,Electrical and electronic engineering
,,H710,H710,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,H712,H712,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,H713,H713,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,H714,H714,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,H720,H720,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,H800,H800,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-09,"Chemical, process and energy engineering"
,,H811,H811,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-09,"Chemical, process and energy engineering"
,,H812,H812,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-09,"Chemical, process and energy engineering"
,,H820,H820,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-09,"Chemical, process and energy engineering"
,,H821,H821,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-09,"Chemical, process and energy engineering"
,,H850,H850,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-09,"Chemical, process and energy engineering"
,,I113,I113,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
,,I114,I114,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
,,I115,I115,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
,,I130,I130,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
,,I190,I190,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
,,I210,I210,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I220,I220,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I250,I250,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I270,I270,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I323,I323,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,I390,I390,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
,,I440,I440,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,I460,I460,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,I461,I461,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,I490,I490,CAH11,Computing,CAH11-01,Computing,CAH11-01-05,Artificial intelligence
,,I500,I500,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I510,I510,CAH02,Subjects allied to medicine,CAH02-03,Subjects allied to medicine not otherwise specified,CAH02-03-07,Medical technology
,,I520,I520,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I530,I530,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I590,I590,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
,,I610,I610,CAH11,Computing,CAH11-01,Computing,CAH11-01-06,Computer games and animation
,,I630,I630,CAH11,Computing,CAH11-01,Computing,CAH11-01-06,Computer games and animation
,,I700,I700,CAH11,Computing,CAH11-01,Computing,CAH11-01-06,Computer games and animation
,,I990,I990,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
,,J000,J000,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,J130,J130,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-01,Minerals technology
,,J150,J150,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-01,Minerals technology
,,J190,J190,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-01,Minerals technology
,,J210,J210,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-02,Materials technology
,,J230,J230,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-02,Materials technology
,,J290,J290,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-02,Materials technology
,,J300,J300,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-02,Materials technology
,,J390,J390,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-02,Materials technology
,,J411,J411,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-03,Polymers and textiles
,,J421,J421,CAH07,Physical sciences,CAH07-02,Chemistry,CAH07-02-01,Chemistry
,,J422,J422,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-03,Polymers and textiles
,,J431,J431,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-03,Polymers and textiles
,,J442,J442,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,J444,J444,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,J513,J513,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,J521,J521,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,J522,J522,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,J600,J600,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-04,Maritime technology
,,J610,J610,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-04,Maritime technology
,,J614,J614,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-04,Maritime technology
,,J720,J720,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
,,J730,J730,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
,,J750,J750,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-06,"Bioengineering, medical and biomedical engineering"
,,J790,J790,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-05,Biotechnology
,,J910,J910,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,J931,J931,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,J941,J941,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,J942,J942,CAH10,Engineering and technology,CAH10-01,Engineering,CAH10-01-03,Production and manufacturing engineering
,,J970,J970,CAH10,Engineering and technology,CAH10-02,Technology,CAH10-02-06,Others in technology
,,K000,K000,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-01,Architecture
,,K120,K120,CAH21,Creative arts and design,CAH21-01,Creative arts and design,CAH21-01-03,Design studies
,,K130,K130,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-01,Architecture
,,K300,K300,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
,,K341,K341,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
,,K390,K390,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-03,Landscape design
,,K420,K420,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-04,"Planning (urban, rural and regional)"
,,K421,K421,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-04,"Planning (urban, rural and regional)"
,,K422,K422,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-04,"Planning (urban, rural and regional)"
,,K430,K430,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-04,"Planning (urban, rural and regional)"
,,K450,K450,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-04,"Planning (urban, rural and regional)"
,,K490,K490,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-04,"Planning (urban, rural and regional)"
,,K900,K900,CAH13,"Architecture, building and planning",CAH13-01,"Architecture, building and planning",CAH13-01-01,Architecture
,,L000,L000,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-01,Social sciences (non-specific)
,,L111,L111,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L112,L112,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L150,L150,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L170,L170,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L171,L171,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L172,L172,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L173,L173,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L174,L174,CAH15,Social sciences,CAH15-02,Economics,CAH15-02-01,Economics
,,L211,L211,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L212,L212,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L213,L213,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L214,L214,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L215,L215,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L216,L216,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L217,L217,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L218,L218,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L221,L221,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L222,L222,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L223,L223,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L224,L224,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L232,L232,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L244,L244,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L253,L253,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L260,L260,CAH15,Social sciences,CAH15-03,Politics,CAH15-03-01,Politics
,,L310,L310,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,L311,L311,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,L312,L312,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,L371,L371,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,L380,L380,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,L410,L410,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L420,L420,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L430,L430,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L431,L431,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L434,L434,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L436,L436,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L437,L437,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L490,L490,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-03,Social policy
,,L541,L541,CAH15,Social sciences,CAH15-04,Health and social care,CAH15-04-01,Social work
,,L611,L611,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,L690,L690,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-04,Anthropology
,,L711,L711,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L712,L712,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L713,L713,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L714,L714,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L715,L715,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L716,L716,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L720,L720,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L722,L722,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L723,L723,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L724,L724,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L726,L726,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L727,L727,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L790,L790,CAH12,Geographical and environmental studies,CAH12-01,Geographical and environmental studies,CAH12-01-03,Human geography
,,L800,L800,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-05,Development studies
,,L990,L990,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-01,Social sciences (non-specific)
,,M113,M113,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
,,M114,M114,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
,,M190,M190,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
,,M260,M260,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
,,M270,M270,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-02,Sociology
,,M900,M900,CAH16,Law,CAH16-01,Law,CAH16-01-01,Law
,,N000,N000,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-01,Business and management (non-specific)
,,N212,N212,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
,,N221,N221,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-06,"Tourism, transport and travel"
,,N222,N222,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-06,"Tourism, transport and travel"
,,N225,N225,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
,,N230,N230,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
,,N251,N251,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
,,N320,N320,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-07,Finance
,,N330,N330,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-07,Finance
,,N341,N341,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-07,Finance
,,N410,N410,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-08,Accounting
,,N420,N420,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-08,Accounting
,,N422,N422,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-08,Accounting
,,N562,N562,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
,,N563,N563,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-03,Marketing
,,N810,N810,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-06,"Tourism, transport and travel"
,,N840,N840,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-06,"Tourism, transport and travel"
,,N871,N871,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-06,"Tourism, transport and travel"
,,N872,N872,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-04,Management studies
,,N880,N880,CAH17,Business and management,CAH17-01,Business and management,CAH17-01-06,"Tourism, transport and travel"
,,P000,P000,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
,,P132,P132,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
,,P190,P190,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
,,P200,P200,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-02,Publicity studies
,,P290,P290,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-02,Publicity studies
,,P304,P304,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-05,Media studies
,,P305,P305,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-05,Media studies
,,P313,P313,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-05,Media studies
,,P411,P411,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-03,Publishing
,,P412,P412,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-03,Publishing
,,P420,P420,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-03,Publishing
,,P430,P430,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-03,Publishing
,,P490,P490,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-03,Publishing
,,P510,P510,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-04,Journalism
,,P590,P590,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-04,Journalism
,,Q000,Q000,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q110,Q110,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q131,Q131,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q132,Q132,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q170,Q170,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q171,Q171,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q172,Q172,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q173,Q173,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q174,Q174,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q175,Q175,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q176,Q176,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q177,Q177,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q178,Q178,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q180,Q180,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q181,Q181,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q182,Q182,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q183,Q183,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q184,Q184,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q185,Q185,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q190,Q190,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-10,Linguistics
,,Q210,Q210,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q220,Q220,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q323,Q323,CAH19,Language and area studies,CAH19-01,English studies,CAH19-01-03,Literature in English
,,Q330,Q330,CAH19,Language and area studies,CAH19-01,English studies,CAH19-01-02,English language
,,Q340,Q340,CAH19,Language and area studies,CAH19-01,English studies,CAH19-01-03,Literature in English
,,Q350,Q350,CAH19,Language and area studies,CAH19-01,English studies,CAH19-01-06,Others in English studies
,,Q370,Q370,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q410,Q410,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q411,Q411,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q430,Q430,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q440,Q440,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q450,Q450,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q460,Q460,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q490,Q490,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q510,Q510,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q521,Q521,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q522,Q522,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q531,Q531,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-02,Gaelic studies
,,Q541,Q541,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
