HECoS_Code,HECoS_Label,CAH3_Code,CAH3_Label,CAH2_Code,CAH2_Label,CAH1_Code,CAH1_Label
101388,cereal science,06-01-07,food sciences,06-01,"agriculture, food and related studies",06,"agriculture, food and related studies"
101389,organometallic chemistry,07-02-01,chemistry,07-02,chemistry,07,physical sciences
101390,marine physics,07-01-01,physics,07-01,physics and astronomy,07,physical sciences
101391,electromagnetism,07-01-01,physics,07-01,physics and astronomy,07,physical sciences
101394,glaciology and cryospheric systems,26-01-02,physical geographical sciences,26-01,"geography, earth and environmental studies",26,"geography, earth and environmental studies"
101396,solid mechanics,07-01-01,physics,07-01,physics and astronomy,07,physical sciences
101397,turbine technology,10-01-03,production and manufacturing engineering,10-01,engineering,10,engineering and technology
101398,rail vehicle engineering,10-01-03,production and manufacturing engineering,10-01,engineering,10,engineering and technology
101399,analogue circuit engineering,10-01-08,electrical and electronic engineering,10-01,engineering,10,engineering and technology
101400,parallel computing,11-01-01,computer science,11-01,computing,11,computing
101401,microeconomics,15-02-01,economics,15-02,economics,15,social sciences
101402,macroeconomics,15-02-01,economics,15-02,economics,15,social sciences
101403,feminism,15-03-01,politics,15-03,politics,15,social sciences
101404,anarchism,15-03-01,politics,15-03,politics,15,social sciences
101405,victimology,15-01-02,sociology,15-01,"sociology, social policy and anthropology",15,social sciences
101406,transport policy,15-01-03,social policy,15-01,"sociology, social policy and anthropology",15,social sciences
101407,agricultural geography,26-01-03,human geography,26-01,"geography, earth and environmental studies",26,"geography, earth and environmental studies"
101408,human demography,26-01-03,human geography,26-01,"geography, earth and environmental studies",26,"geography, earth and environmental studies"
101409,shorthand and shorthand transcription,17-01-09,others in business and management,17-01,business and management,17,business and management
101410,historical linguistics,19-01-07,linguistics,19-01,English studies,19,language and area studies
101412,Scots language,19-01-06,others in English studies,19-01,English studies,19,language and area studies
101413,Irish language literature,19-02-04,others in Celtic studies,19-02,Celtic studies,19,language and area studies
101414,Coptic language,19-04-09,others in language and area studies,19-04,languages and area studies,19,language and area studies
101415,Akkadian language,19-04-09,others in language and area studies,19-04,languages and area studies,19,language and area studies
101416,Sumerian language,19-04-09,others in language and area studies,19-04,languages and area studies,19,language and area studies
101417,Aramaic language,19-04-09,others in language and area studies,19-04,languages and area studies,19,language and area studies
101419,Breton language,19-02-04,others in Celtic studies,19-02,Celtic studies,19,language and area studies
101420,Latin language,20-01-05,classics,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101421,medieval Latin language,20-01-05,classics,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101422,classical church Greek,20-01-05,classics,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101423,classical Greek literature,20-01-05,classics,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101424,Danish language,19-04-02,German and Scandinavian studies,19-04,languages and area studies,19,language and area studies
101425,Scandinavian literature,19-04-02,German and Scandinavian studies,19-04,languages and area studies,19,language and area studies
101426,Estonian language,19-04-09,others in language and area studies,19-04,languages and area studies,19,language and area studies
101427,Hungarian language,19-04-09,others in language and area studies,19-04,languages and area studies,19,language and area studies
101428,south Slavonic languages,19-04-05,Slavic studies,19-04,languages and area studies,19,language and area studies
101429,Ukrainian language,19-04-05,Slavic studies,19-04,languages and area studies,19,language and area studies
101430,Indian literature studies,19-04-06,Asian studies,19-04,languages and area studies,19,language and area studies
101431,Turkish languages,19-04-07,African and modern Middle Eastern studies,19-04,languages and area studies,19,language and area studies
101432,Arabic literature,19-04-07,African and modern Middle Eastern studies,19-04,languages and area studies,19,language and area studies
101433,Persian literature studies,19-04-07,African and modern Middle Eastern studies,19-04,languages and area studies,19,language and area studies
101434,Turkish literature,19-04-07,African and modern Middle Eastern studies,19-04,languages and area studies,19,language and area studies
101435,oral history,20-01-01,history,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101436,crime history,20-01-01,history,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101437,Stone Age,20-01-03,archaeology,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101438,Bronze Age,20-01-03,archaeology,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101439,Iron Age,20-01-03,archaeology,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101440,classical art and archaeology,20-01-03,archaeology,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101441,metaphysics,20-02-01,philosophy,20-02,philosophy and religious studies,20,"historical, philosophical and religious studies"
101442,epistemology,20-02-01,philosophy,20-02,philosophy and religious studies,20,"historical, philosophical and religious studies"
101443,scholastic philosophy,20-02-01,philosophy,20-02,philosophy and religious studies,20,"historical, philosophical and religious studies"
101444,hinduism,20-02-02,theology and religious studies,20-02,philosophy and religious studies,20,"historical, philosophical and religious studies"
101445,the Qur'an and Islamic texts,20-02-02,theology and religious studies,20-02,philosophy and religious studies,20,"historical, philosophical and religious studies"
101446,the Torah and Judaic texts,20-02-02,theology and religious studies,20-02,philosophy and religious studies,20,"historical, philosophical and religious studies"
101447,folk music,25-02-02,music,25-02,performing arts,25,"design, and creative and performing arts"
101448,opera,25-02-02,music,25-02,performing arts,25,"design, and creative and performing arts"
101449,music theory and analysis,25-02-02,music,25-02,performing arts,25,"design, and creative and performing arts"
101450,applied music and musicianship,25-02-02,music,25-02,performing arts,25,"design, and creative and performing arts"
101451,popular music composition,25-02-02,music,25-02,performing arts,25,"design, and creative and performing arts"
101452,body awareness,25-02-04,dance,25-02,performing arts,25,"design, and creative and performing arts"
101453,dance and culture,25-02-04,dance,25-02,performing arts,25,"design, and creative and performing arts"
101454,community dance,25-02-04,dance,25-02,performing arts,25,"design, and creative and performing arts"
101455,stone crafts,25-01-05,others in creative arts and design,25-01,creative arts and design,25,"design, and creative and performing arts"
101457,community ecology,03-01-03,ecology and environmental biology,03-01,biosciences,03,biological and sport sciences
101458,population ecology,03-01-03,ecology and environmental biology,03-01,biosciences,03,biological and sport sciences
101459,ecotoxicology,03-01-03,ecology and environmental biology,03-01,biosciences,03,biological and sport sciences
101460,plant physiology,03-01-05,plant sciences,03-01,biosciences,03,biological and sport sciences
101461,veterinary biochemistry,05-01-02,others in veterinary sciences,05-01,veterinary sciences,05,veterinary sciences
101462,quantitative psychology,04-01-05,others in psychology,04-01,psychology,04,psychology
101463,qualitative psychology,04-01-05,others in psychology,04-01,psychology,04,psychology
101464,psychopharmacology,04-01-04,psychology and health,04-01,psychology,04,psychology
101465,sociology of law,15-01-02,sociology,15-01,"sociology, social policy and anthropology",15,social sciences
101467,Ruskin studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101468,John Donne studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101469,T.S. Eliot studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101470,Thomas Hardy studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101471,Oscar Wilde studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101472,Chaucer studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101473,Brontës studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101474,Thomas Pynchon studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101475,Philip Larkin studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101476,D.H. Lawrence studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101477,Charles Dickens studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101478,Jane Austen studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101479,James Joyce studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101480,Margaret Atwood studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101481,Samuel Beckett studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101482,Wilkie Collins studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101483,Byron studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101484,Shelley studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101485,Milton studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101486,J. M. Coetzee studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101487,Christopher Marlowe studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101488,Walter Scott studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101489,Robert Louis Stevenson studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101490,Robert Burns studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101491,Virginia Woolf studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101492,Bob Dylan studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101493,Dylan Thomas studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101494,W. B. Yeats studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101495,Joseph Conrad studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101496,Salman Rushdie studies,19-01-04,studies of specific authors,19-01,English studies,19,language and area studies
101497,Gaelic literature,19-02-02,Gaelic studies,19-02,Celtic studies,19,language and area studies
101498,Scandinavian history,20-01-01,history,20-01,history and archaeology,20,"historical, philosophical and religious studies"
101499,Russian society and culture,19-04-05,Slavic studies,19-04,languages and area studies,19,language and area studies
101500,Polish society and culture,19-04-05,Slavic studies,19-04,languages and area studies,19,language and area studies
101501,Czech society and culture,19-04-05,Slavic studies,19-04,languages and area studies,19,language and area studies
101503,Persian society and culture studies,19-04-07,African and modern Middle Eastern studies,19-04,languages and area studies,19,language and area studies
101504,Turkish society and culture studies,19-04-07,African and modern Middle Eastern studies,19-04,languages and area studies,19,language and area studies
101505,carpentry and joinery,25-01-05,others in creative arts and design,25-01,creative arts and design,25,"design, and creative and performing arts"
101506,liberalism,15-03-01,politics,15-03,politics,15,social sciences
101507,conservatism,15-03-01,politics,15-03,politics,15,social sciences
101508,socialism,15-03-01,politics,15-03,politics,15,social sciences
101509,fascism,15-03-01,politics,15-03,politics,15,social sciences
101510,environmentalism,15-03-01,politics,15-03,politics,15,social sciences
101511,ophthalmic dispensing,02-06-03,ophthalmics,02-06,allied health,02,subjects allied to medicine
